tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0	Gene_ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSMUSG00000029769.8	7.35697	5.014819999999999	11.1935	12.4926	ENSMUSG00000029769	ENSMUSG00000029769	29396309	29426994	Ccdc136	6
ENSMUSG00000029771.5	1.7305700000000002	1.51668	3.9319900000000003	5.22884	ENSMUSG00000029771	ENSMUSG00000029771	29526625	29541871	Irf5	6
ENSMUSG00000029772.9	44.2888	37.16	12.923	15.9242	ENSMUSG00000029772	ENSMUSG00000029772	29768011	29912310	Ahcyl2	6
ENSMUSG00000029775.8	45.2481	46.5004	32.1785	32.1828	ENSMUSG00000029775	ENSMUSG00000029775	30401868	30455179	Klhdc10	6
ENSMUSG00000029776.9	65.8488	71.6553	57.986999999999995	55.8088	ENSMUSG00000029776	ENSMUSG00000029776	52546228	52640389	Hibadh	6
ENSMUSG00000029777.9	214.361	226.696	378.276	343.939	ENSMUSG00000029777	ENSMUSG00000029777	55038007	55079500	Gars	6
ENSMUSG00000029778.6	0.0	0.00951909	0.0	0.0	ENSMUSG00000029778	ENSMUSG00000029778	55451978	55501451	Adcyap1r1	6
ENSMUSG00000029780.6	36.8267	38.1701	58.3239	54.7223	ENSMUSG00000029780	ENSMUSG00000029780	56882400	56923932	Nt5c3	6
ENSMUSG00000029781.7	134.39600000000002	135.086	161.175	146.363	ENSMUSG00000029781	ENSMUSG00000029781	56832059	56879358	Fkbp9	6
ENSMUSG00000029782.11	17.4938	18.0804	14.0446	14.6744	ENSMUSG00000029782	ENSMUSG00000029782	30479053	30509783	Tmem209	6
ENSMUSG00000029784.7	0.324237	0.506419	0.47356499999999996	0.314869	ENSMUSG00000029784	ENSMUSG00000029784	30509849	30520254	Ssmem1	6
ENSMUSG00000029787.7	30.0255	31.4252	50.6441	52.7337	ENSMUSG00000029787	ENSMUSG00000029787	56714899	56761912	Avl9	6
ENSMUSG00000029788.7	0.0	0.0	0.0	0.0	ENSMUSG00000029788	ENSMUSG00000029788	30611010	30631745	Cpa5	6
ENSMUSG00000029790.9	5.34893	5.581580000000001	4.42076	4.61918	ENSMUSG00000029790	ENSMUSG00000029790	30653457	30693749	Cep41	6
ENSMUSG00000029797.5	0.00198674	0.00429369	0.00468857	0.0	ENSMUSG00000029797	ENSMUSG00000029797	48448229	48501250	Sspo	6
ENSMUSG00000029798.8	5.27744	5.95734	1.02874	1.07686	ENSMUSG00000029798	ENSMUSG00000029798	57581000	57664632	Herc6	6
ENSMUSG00000029802.7	86.679	86.4974	78.9454	74.4416	ENSMUSG00000029802	ENSMUSG00000029802	58584523	58695676	Abcg2	6
ENSMUSG00000029804.9	41.8931	40.836	45.8048	40.785	ENSMUSG00000029804	ENSMUSG00000029804	58831465	58920398	Herc3	6
ENSMUSG00000029810.8	490.42	482.244	293.987	304.657	ENSMUSG00000029810	ENSMUSG00000029810	48833818	48841496	Tmem176b	6
ENSMUSG00000029811.8	0.21806	0.0944788	0.133915	0.196904	ENSMUSG00000029811	ENSMUSG00000029811	48872896	48909188	Aoc1	6
ENSMUSG00000029813.7	0.0	0.0	0.0	0.0	ENSMUSG00000029813	ENSMUSG00000029813	48929895	48933687	1600015I10Rik	6
ENSMUSG00000029814.8	5.38799	5.74748	7.51036	7.943689999999999	ENSMUSG00000029814	ENSMUSG00000029814	49085223	49214957	Igf2bp3	6
ENSMUSG00000029815.7	35.2057	36.6732	40.1382	37.5943	ENSMUSG00000029815	ENSMUSG00000029815	49073795	49086751	Malsu1	6
ENSMUSG00000029816.7	0.0	0.0	0.0	0.0	ENSMUSG00000029816	ENSMUSG00000029816	49036546	49070929	Gpnmb	6
ENSMUSG00000029817.8	56.8967	59.0202	87.5013	82.2388	ENSMUSG00000029817	ENSMUSG00000029817	49243924	49264033	Tra2a	6
ENSMUSG00000029819.6	0.0	0.0	0.0	0.0	ENSMUSG00000029819	ENSMUSG00000029819	49822710	49829507	Npy	6
ENSMUSG00000029821.8	9.99317	10.3909	9.0146	8.65382	ENSMUSG00000029821	ENSMUSG00000029821	50188888	50263862	Gsdme	6
ENSMUSG00000029822.8	34.6478	32.5392	26.8229	27.0268	ENSMUSG00000029822	ENSMUSG00000029822	50293330	50456201	Osbpl3	6
ENSMUSG00000029823.9	98.395	98.7827	90.5751	109.311	ENSMUSG00000029823	ENSMUSG00000029823	38551334	38609470	Luc7l2	6
ENSMUSG00000029826.8	29.7774	31.8835	30.1992	31.2265	ENSMUSG00000029826	ENSMUSG00000029826	38305286	38354603	Zc3hav1	6
ENSMUSG00000029828.4	0.865951	0.829802	1.51576	1.19987	ENSMUSG00000029828	ENSMUSG00000029828	50573302	50596632	4921507P07Rik	6
ENSMUSG00000029829.3	0.0	0.0	0.0	0.0	ENSMUSG00000029829	ENSMUSG00000029829	38109255	38115809	Tmem213	6
ENSMUSG00000029830.8	0.152043	0.169985	0.114731	0.22828099999999998	ENSMUSG00000029830	ENSMUSG00000029830	37983739	38046996	Svopl	6
ENSMUSG00000029831.7	0.0	0.0	0.0	0.0	ENSMUSG00000029831	ENSMUSG00000029831	50650672	50654439	Npvf	6
ENSMUSG00000029832.9	3.5754599999999996	3.1726	3.2030000000000003	4.12536	ENSMUSG00000029832	ENSMUSG00000029832	51432670	51458768	Nfe2l3	6
ENSMUSG00000029833.10	27.5722	28.0512	42.3727	44.3655	ENSMUSG00000029833	ENSMUSG00000029833	37870811	37966296	Trim24	6
ENSMUSG00000029836.9	70.0964	74.7846	194.007	180.731	ENSMUSG00000029836	ENSMUSG00000029836	51470360	51483704	Cbx3	6
ENSMUSG00000029837.1	0.0	0.0	0.0	0.0	ENSMUSG00000029837	ENSMUSG00000029837	36937048	36985784	1700111E14Rik	6
ENSMUSG00000029838.7	0.0	0.0405476	0.0	0.0	ENSMUSG00000029838	ENSMUSG00000029838	36714929	36810220	Ptn	6
ENSMUSG00000029840.5	71.5629	73.2926	94.4828	92.1539	ENSMUSG00000029840	ENSMUSG00000029840	35508906	35539888	Mtpn	6
ENSMUSG00000029843.4	0.19530799999999998	0.256314	0.07344880000000001	0.0512674	ENSMUSG00000029843	ENSMUSG00000029843	35267957	35308131	Slc13a4	6
ENSMUSG00000029844.7	1.34837	1.11096	2.22404	2.3843400000000003	ENSMUSG00000029844	ENSMUSG00000029844	52155590	52158317	Hoxa1	6
ENSMUSG00000029847.7	0.11483499999999999	0.131272	0.090008	0.129505	ENSMUSG00000029847	ENSMUSG00000029847	34945278	34988404	Slc23a4	6
ENSMUSG00000029848.4	0.0	0.0	0.0	0.0	ENSMUSG00000029848	ENSMUSG00000029848	34920163	34939344	Stra8	6
ENSMUSG00000029851.4	3.48604	3.41059	2.43614	2.39244	ENSMUSG00000029851	ENSMUSG00000029851	42623016	42645254	Tcaf2	6
ENSMUSG00000029859.4	2.36116	2.52597	0.26453000000000004	0.285821	ENSMUSG00000029859	ENSMUSG00000029859	42358487	42373268	Epha1	6
ENSMUSG00000029860.9	17.8367	18.3442	11.4567	13.2718	ENSMUSG00000029860	ENSMUSG00000029860	42349630	42360213	Zyx	6
ENSMUSG00000029861.10	0.086506	0.059592	0.0558068	0.0462119	ENSMUSG00000029861	ENSMUSG00000029861	42315312	42324643	Fam131b	6
ENSMUSG00000029862.8	0.556692	0.31295100000000003	0.182558	0.28089899999999995	ENSMUSG00000029862	ENSMUSG00000029862	42286685	42315756	Clcn1	6
ENSMUSG00000029863.7	30.4342	31.7747	27.7299	28.7607	ENSMUSG00000029863	ENSMUSG00000029863	42264985	42282508	Casp2	6
ENSMUSG00000029864.5	18.288	19.8351	7.81911	6.91962	ENSMUSG00000029864	ENSMUSG00000029864	42245935	42250447	Gstk1	6
ENSMUSG00000029865.4	0.0	0.0	0.0	0.0	ENSMUSG00000029865	ENSMUSG00000029865	41951630	41956098	Sval1	6
ENSMUSG00000029866.8	0.0	0.0	0.0	0.0	ENSMUSG00000029866	ENSMUSG00000029866	41686330	41704339	Kel	6
ENSMUSG00000029867.5	0.0	0.0	0.0	0.0	ENSMUSG00000029867	ENSMUSG00000029867	41684431	41685717	Llcfc1	6
ENSMUSG00000029868.7	0.0	0.0	0.012987700000000001	0.0387406	ENSMUSG00000029868	ENSMUSG00000029868	41620624	41636405	Trpv6	6
ENSMUSG00000029869.6	1.16418	1.63487	1.5652	1.22017	ENSMUSG00000029869	ENSMUSG00000029869	41605482	41620509	Ephb6	6
ENSMUSG00000029875.4	0.0421935	0.0157261	0.150115	0.199131	ENSMUSG00000029875	ENSMUSG00000029875	98167158	98170134	Ccdc184	15
ENSMUSG00000029878.5	0.0	0.011932600000000002	0.0	0.0	ENSMUSG00000029878	ENSMUSG00000029878	74296668	74302008	Dbpht2	12
ENSMUSG00000029882.5	0.046297399999999996	0.0518024	0.0	0.0	ENSMUSG00000029882	ENSMUSG00000029882	41030268	41035509	2210010C04Rik	6
ENSMUSG00000029883.6	0.0	0.0	0.0	0.0	ENSMUSG00000029883	ENSMUSG00000029883	40920437	40940557	1700074P13Rik	6
ENSMUSG00000029885.3	0.0	0.0	0.0	0.0	ENSMUSG00000029885	ENSMUSG00000029885	40878794	40887494	Moxd2	6
ENSMUSG00000029909.6	0.0	0.0	0.0	0.0	ENSMUSG00000029909	ENSMUSG00000029909	40514824	40519508	Prss37	6
ENSMUSG00000029910.8	15.3389	15.9101	9.97396	9.19027	ENSMUSG00000029910	ENSMUSG00000029910	66535390	66547220	Mad2l1	6
ENSMUSG00000029911.8	64.9361	61.9995	51.3328	47.571999999999996	ENSMUSG00000029911	ENSMUSG00000029911	40471352	40484700	Ssbp1	6
ENSMUSG00000029913.8	0.0	0.0	0.0	0.0	ENSMUSG00000029913	ENSMUSG00000029913	65778988	65937010	Prdm5	6
ENSMUSG00000029915.7	0.0	0.0	0.0	0.0	ENSMUSG00000029915	ENSMUSG00000029915	40574894	40585821	Clec5a	6
ENSMUSG00000029916.8	12.7079	13.3043	8.81006	8.66156	ENSMUSG00000029916	ENSMUSG00000029916	40325172	40396762	Agk	6
ENSMUSG00000029917.8	0.0	0.0	0.0	0.0	ENSMUSG00000029917	ENSMUSG00000029917	65381105	65458150	C130060K24Rik	6
ENSMUSG00000029918.8	95.169	72.0501	75.9927	66.3992	ENSMUSG00000029918	ENSMUSG00000029918	39801804	39810988	Mrps33	6
ENSMUSG00000029919.4	0.9019799999999999	1.5731899999999999	0.9272100000000001	1.21092	ENSMUSG00000029919	ENSMUSG00000029919	65117293	65144908	Hpgds	6
ENSMUSG00000029920.6	35.0271	35.9281	48.9499	50.4114	ENSMUSG00000029920	ENSMUSG00000029920	65042583	65116061	Smarcad1	6
ENSMUSG00000029922.8	76.0693	71.8024	69.1693	61.7646	ENSMUSG00000029922	ENSMUSG00000029922	39397804	39420462	Mkrn1	6
ENSMUSG00000029923.4	2.21061	1.9409299999999998	0.156274	0.285478	ENSMUSG00000029923	ENSMUSG00000029923	39381175	39390380	Rab19	6
ENSMUSG00000029924.8	23.7608	25.6401	18.0517	17.3425	ENSMUSG00000029924	ENSMUSG00000029924	39334773	39377675	Slc37a3	6
ENSMUSG00000029925.7	0.566693	0.45998900000000004	0.356018	0.166913	ENSMUSG00000029925	ENSMUSG00000029925	38875404	39084585	Tbxas1	6
ENSMUSG00000029992.8	17.8769	20.9327	24.0998	23.5553	ENSMUSG00000029992	ENSMUSG00000029992	87042846	87092197	Gfpt1	6
ENSMUSG00000029993.10	48.8903	52.0572	47.6589	51.3407	ENSMUSG00000029993	ENSMUSG00000029993	87009236	87028461	Nfu1	6
ENSMUSG00000029994.9	766.163	782.451	499.986	464.74	ENSMUSG00000029994	ENSMUSG00000029994	86736840	86793584	Anxa4	6
ENSMUSG00000029998.8	167.862	162.78	117.14399999999999	107.84	ENSMUSG00000029998	ENSMUSG00000029998	86386006	86397154	Pcyox1	6
ENSMUSG00000029999.8	40.9388	44.8524	38.3338	40.1536	ENSMUSG00000029999	ENSMUSG00000029999	86195223	86275719	Tgfa	6
ENSMUSG00000030000.7	8.00192	7.876580000000001	13.1204	13.1038	ENSMUSG00000030000	ENSMUSG00000030000	86028681	86124409	Add2	6
ENSMUSG00000030001.3	0.0	0.0	0.0	0.0	ENSMUSG00000030001	ENSMUSG00000030001	86016171	86020996	Figla	6
ENSMUSG00000030002.9	55.1796	55.6831	84.0549	93.6443	ENSMUSG00000030002	ENSMUSG00000030002	85942268	85961667	Dusp11	6
ENSMUSG00000030004.6	0.0	0.037061199999999996	0.0	0.0	ENSMUSG00000030004	ENSMUSG00000030004	85830388	85832082	Nat8	6
ENSMUSG00000030007.6	169.417	175.63400000000001	209.717	190.357	ENSMUSG00000030007	ENSMUSG00000030007	85451514	85468475	Cct7	6
ENSMUSG00000030008.3	7.15636	6.0501	5.2497300000000005	6.2683599999999995	ENSMUSG00000030008	ENSMUSG00000030008	85446810	85451970	Pradc1	6
ENSMUSG00000030016.7	40.1785	41.3335	60.2384	61.6985	ENSMUSG00000030016	ENSMUSG00000030016	83867109	83989550	Zfp638	6
ENSMUSG00000030017.1	0.0	0.0	0.0	0.0	ENSMUSG00000030017	ENSMUSG00000030017	78466269	78468872	Reg3g	6
ENSMUSG00000030019.5	11.3353	10.9544	15.5268	15.1921	ENSMUSG00000030019	ENSMUSG00000030019	119479668	119482630	Fbxl14	6
ENSMUSG00000030020.7	0.6241939999999999	0.494279	0.020123699999999998	0.0139855	ENSMUSG00000030020	ENSMUSG00000030020	92370908	92706155	Prickle2	6
ENSMUSG00000030022.8	11.052	12.0835	4.919580000000001	4.62461	ENSMUSG00000030022	ENSMUSG00000030022	92772699	92943492	Adamts9	6
ENSMUSG00000030029.7	20.774	20.3976	5.85305	5.74175	ENSMUSG00000030029	ENSMUSG00000030029	94604529	94700158	Lrig1	6
ENSMUSG00000030030.4	0.42140900000000003	0.616838	0.596425	0.5361819999999999	ENSMUSG00000030030	ENSMUSG00000030030	83156404	83162945	1700003E16Rik	6
ENSMUSG00000030031.8	2.5185299999999997	1.9436200000000001	4.74841	4.07233	ENSMUSG00000030031	ENSMUSG00000030031	95117240	95129790	Kbtbd8	6
ENSMUSG00000030032.6	3.68174	3.7014	4.822830000000001	5.122730000000001	ENSMUSG00000030032	ENSMUSG00000030032	83149361	83156397	Wdr54	6
ENSMUSG00000030034.5	23.6413	23.9761	26.7706	23.8489	ENSMUSG00000030034	ENSMUSG00000030034	83121765	83125431	Ino80b	6
ENSMUSG00000030035.8	85.5595	88.7784	74.2346	68.2839	ENSMUSG00000030035	ENSMUSG00000030035	83119044	83121559	Wbp1	6
ENSMUSG00000030036.7	31.1766	33.3324	23.2948	23.5979	ENSMUSG00000030036	ENSMUSG00000030036	83115496	83118898	Mogs	6
ENSMUSG00000030037.8	80.2541	81.5508	81.6151	77.6454	ENSMUSG00000030037	ENSMUSG00000030037	83109040	83109939	Mrpl53	6
ENSMUSG00000030041.8	0.137554	0.0962783	1.02095	2.50532	ENSMUSG00000030041	ENSMUSG00000030041	82946902	83030309	M1ap	6
ENSMUSG00000030042.9	48.8879	42.4465	34.4504	36.5578	ENSMUSG00000030042	ENSMUSG00000030042	82618992	82705365	Pole4	6
ENSMUSG00000030043.8	0.0	0.0	0.0	0.0	ENSMUSG00000030043	ENSMUSG00000030043	82402334	82560104	Tacr1	6
ENSMUSG00000030045.9	11.3112	12.2399	30.0188	29.4215	ENSMUSG00000030045	ENSMUSG00000030045	81957851	81965958	Mrpl19	6
ENSMUSG00000030046.5	0.0	0.0	0.0	0.0	ENSMUSG00000030046	ENSMUSG00000030046	87428994	87437677	Bmp10	6
ENSMUSG00000030047.8	0.0	0.0	0.0	0.00969779	ENSMUSG00000030047	ENSMUSG00000030047	87458545	87533259	Arhgap25	6
ENSMUSG00000030048.4	0.0	0.0	0.0	0.0	ENSMUSG00000030048	ENSMUSG00000030048	87383256	87388935	Gkn3	6
ENSMUSG00000030049.4	0.0	0.0	0.0	0.0	ENSMUSG00000030049	ENSMUSG00000030049	87373357	87379497	Gkn2	6
ENSMUSG00000030050.2	0.0	0.0	0.0	0.0	ENSMUSG00000030050	ENSMUSG00000030050	87345650	87350942	Gkn1	6
ENSMUSG00000030051.4	2.83905	2.90014	3.7391099999999997	3.7077199999999997	ENSMUSG00000030051	ENSMUSG00000030051	87628424	87672193	Aplf	6
ENSMUSG00000030054.3	0.0	0.11420599999999999	0.0	0.0605555	ENSMUSG00000030054	ENSMUSG00000030054	87778072	87779768	Gp9	6
ENSMUSG00000030055.9	13.4537	13.9008	10.0584	10.997	ENSMUSG00000030055	ENSMUSG00000030055	87788853	87812164	Rab43	6
ENSMUSG00000030056.6	46.9226	49.1823	38.4819	37.2596	ENSMUSG00000030056	ENSMUSG00000030056	87814269	87838798	Isy1	6
ENSMUSG00000030057.9	367.029	353.094	367.66	336.48400000000004	ENSMUSG00000030057	ENSMUSG00000030057	87842615	87851106	Cnbp	6
ENSMUSG00000030058.10	110.45299999999999	112.76899999999999	142.414	141.224	ENSMUSG00000030058	ENSMUSG00000030058	87887814	87913595	Copg1	6
ENSMUSG00000030059.9	72.0273	69.1565	88.58200000000001	85.9206	ENSMUSG00000030059	ENSMUSG00000030059	97152997	97179122	Tmf1	6
ENSMUSG00000030060.8	24.6654	25.9386	21.7856	18.5306	ENSMUSG00000030060	ENSMUSG00000030060	87913935	87936629	Hmces	6
ENSMUSG00000030061.9	80.468	77.4984	101.363	91.0577	ENSMUSG00000030061	ENSMUSG00000030061	97183670	97205647	Uba3	6
ENSMUSG00000030062.6	76.1227	79.1069	106.823	100.946	ENSMUSG00000030062	ENSMUSG00000030062	88084482	88105304	Rpn1	6
ENSMUSG00000030064.9	46.8567	51.4332	23.631	23.0757	ENSMUSG00000030064	ENSMUSG00000030064	97286867	97617541	Frmd4b	6
ENSMUSG00000030067.9	26.8926	26.1824	21.4872	26.358	ENSMUSG00000030067	ENSMUSG00000030067	98925338	99522721	Foxp1	6
ENSMUSG00000030068.2	1.18321	1.4216	1.7077799999999999	2.5289099999999998	ENSMUSG00000030068	ENSMUSG00000030068	99257484	99666797	Gm20696	6
ENSMUSG00000030069.9	0.0	0.0	0.0	0.0	ENSMUSG00000030069	ENSMUSG00000030069	99711299	99726392	Prok2	6
ENSMUSG00000030074.8	2.76512	2.7972099999999998	1.77427	1.79782	ENSMUSG00000030074	ENSMUSG00000030074	100704734	100810913	Gxylt2	6
ENSMUSG00000030075.7	0.00836336	0.00932499	0.0	0.0	ENSMUSG00000030075	ENSMUSG00000030075	102162655	102573101	Cntn3	6
ENSMUSG00000030077.8	0.0	0.0	0.00960322	0.00461849	ENSMUSG00000030077	ENSMUSG00000030077	103510586	103750211	Chl1	6
ENSMUSG00000030079.9	34.6442	35.4084	57.2991	48.65	ENSMUSG00000030079	ENSMUSG00000030079	88465409	88497572	Ruvbl1	6
ENSMUSG00000030082.8	259.693	273.57	176.928	179.64700000000002	ENSMUSG00000030082	ENSMUSG00000030082	88503579	88518905	Sec61a1	6
ENSMUSG00000030083.8	16.9872	17.9322	18.8573	16.9362	ENSMUSG00000030083	ENSMUSG00000030083	88835914	88841984	Abtb1	6
ENSMUSG00000030084.5	14.1644	14.6721	26.2078	37.1529	ENSMUSG00000030084	ENSMUSG00000030084	89316314	89362620	Plxna1	6
ENSMUSG00000030086.9	19.6217	21.596	16.8644	16.8013	ENSMUSG00000030086	ENSMUSG00000030086	89383146	89595652	Chchd6	6
ENSMUSG00000030087.5	30.557	31.5752	17.0553	17.5199	ENSMUSG00000030087	ENSMUSG00000030087	90462576	90475238	Klf15	6
ENSMUSG00000030088.9	34.5343	37.5274	25.3256	24.2903	ENSMUSG00000030088	ENSMUSG00000030088	90486427	90600203	Aldh1l1	6
ENSMUSG00000030089.9	6.78931	7.56635	3.14469	3.24855	ENSMUSG00000030089	ENSMUSG00000030089	90604725	90646412	Slc41a3	6
ENSMUSG00000030091.9	5.49708	5.4639	8.50595	9.34918	ENSMUSG00000030091	ENSMUSG00000030091	91013068	91116829	Nup210	6
ENSMUSG00000030092.8	0.0	0.0	0.0	0.0	ENSMUSG00000030092	ENSMUSG00000030092	104492790	104863406	Cntn6	6
ENSMUSG00000030093.6	2.0198400000000003	2.43338	16.1079	19.4307	ENSMUSG00000030093	ENSMUSG00000030093	91363981	91411363	Wnt7a	6
ENSMUSG00000030094.7	34.2523	35.8107	16.8155	15.1078	ENSMUSG00000030094	ENSMUSG00000030094	91489305	91515888	Xpc	6
ENSMUSG00000030095.4	73.8506	72.2247	59.2375	56.1069	ENSMUSG00000030095	ENSMUSG00000030095	91473703	91488463	Tmem43	6
ENSMUSG00000030096.7	134.739	131.877	142.305	155.34	ENSMUSG00000030096	ENSMUSG00000030096	91684053	91759066	Slc6a6	6
ENSMUSG00000030098.9	0.49385500000000004	0.496968	0.161721	0.307315	ENSMUSG00000030098	ENSMUSG00000030098	91761509	91827250	Grip2	6
ENSMUSG00000030101.9	27.7867	26.1195	14.6893	14.1142	ENSMUSG00000030101	ENSMUSG00000030101	108107028	108185582	Sumf1	6
ENSMUSG00000030102.7	11.317	11.6517	9.97228	8.501539999999999	ENSMUSG00000030102	ENSMUSG00000030102	108213096	108551109	Itpr1	6
ENSMUSG00000030103.5	27.566999999999997	26.8684	50.3466	54.6113	ENSMUSG00000030103	ENSMUSG00000030103	108660629	108666925	Bhlhe40	6
ENSMUSG00000030104.6	25.4315	26.0801	9.85937	9.39706	ENSMUSG00000030104	ENSMUSG00000030104	108828641	108859356	Edem1	6
ENSMUSG00000030105.6	57.0823	58.2732	48.2604	45.3792	ENSMUSG00000030105	ENSMUSG00000030105	108783099	108825278	Arl8b	6
ENSMUSG00000030107.9	1.51165	1.9090099999999999	0.136457	0.13589500000000002	ENSMUSG00000030107	ENSMUSG00000030107	121245906	121270917	Usp18	6
ENSMUSG00000030108.8	0.200664	0.13169	0.0	0.0173841	ENSMUSG00000030108	ENSMUSG00000030108	121300227	121337733	Slc6a13	6
ENSMUSG00000030109.9	0.15636	0.0617884	0.0	0.19528399999999999	ENSMUSG00000030109	ENSMUSG00000030109	121343076	121365775	Slc6a12	6
ENSMUSG00000030110.6	0.0	0.0	0.0	0.0	ENSMUSG00000030110	ENSMUSG00000030110	118151745	118197718	Ret	6
ENSMUSG00000030111.8	0.0	0.0	0.0	0.0	ENSMUSG00000030111	ENSMUSG00000030111	121635376	121679227	A2m	6
ENSMUSG00000030114.8	0.0	0.0	0.0	0.0	ENSMUSG00000030114	ENSMUSG00000030114	122270596	122282882	Klrg1	6
ENSMUSG00000030116.8	0.0	0.0	0.0	0.0	ENSMUSG00000030116	ENSMUSG00000030116	122505845	122529290	Mfap5	6
ENSMUSG00000030117.4	0.0	0.0	0.0	0.0	ENSMUSG00000030117	ENSMUSG00000030117	122605403	122610087	Gdf3	6
ENSMUSG00000030120.7	124.13799999999999	124.838	150.215	165.642	ENSMUSG00000030120	ENSMUSG00000030120	124931386	124937238	Mlf2	6
ENSMUSG00000030122.9	86.9063	79.8659	67.0988	79.4354	ENSMUSG00000030122	ENSMUSG00000030122	124913681	124920103	Ptms	6
ENSMUSG00000030123.8	7.68475	7.95776	7.52395	9.14289	ENSMUSG00000030123	ENSMUSG00000030123	115954811	115995005	Plxnd1	6
ENSMUSG00000030124.2	0.23315300000000003	0.574983	0.0197725	0.0787263	ENSMUSG00000030124	ENSMUSG00000030124	124904361	124911705	Lag3	6
ENSMUSG00000030125.5	0.143526	0.054444000000000006	0.0	0.0	ENSMUSG00000030125	ENSMUSG00000030125	124769863	124779727	Lrrc23	6
ENSMUSG00000030126.10	13.6269	12.4435	13.2882	15.1146	ENSMUSG00000030126	ENSMUSG00000030126	116018611	116193486	Tmcc1	6
ENSMUSG00000030127.9	60.1146	57.1513	54.0395	59.5715	ENSMUSG00000030127	ENSMUSG00000030127	124958413	124965538	Cops7a	6
ENSMUSG00000030131.7	0.0	0.0	0.0	0.0	ENSMUSG00000030131	ENSMUSG00000030131	122006761	122085965	Mug2	6
ENSMUSG00000030134.8	0.973741	0.757253	4.34282	4.49069	ENSMUSG00000030134	ENSMUSG00000030134	118011438	118091546	Rasgef1a	6
ENSMUSG00000030137.7	0.162732	0.231667	0.07019969999999999	0.0523885	ENSMUSG00000030137	ENSMUSG00000030137	121210696	121226854	Tuba8	6
ENSMUSG00000030138.6	29.3233	30.0188	43.7485	39.4475	ENSMUSG00000030138	ENSMUSG00000030138	118383381	118419474	Bms1	6
ENSMUSG00000030142.3	0.0	0.0	0.0	0.0	ENSMUSG00000030142	ENSMUSG00000030142	123281789	123289870	Clec4e	6
ENSMUSG00000030143.7	0.0	0.0	0.0	0.0	ENSMUSG00000030143	ENSMUSG00000030143	132361041	132364134	Gm8882	6
ENSMUSG00000030144.2	0.0	0.0	0.0	0.0	ENSMUSG00000030144	ENSMUSG00000030144	123262111	123275265	Clec4d	6
ENSMUSG00000030145.8	5.20567	4.9491	4.0186	4.82391	ENSMUSG00000030145	ENSMUSG00000030145	118427319	118455528	Zfp248	6
ENSMUSG00000030147.6	0.0	0.0	0.0	0.0	ENSMUSG00000030147	ENSMUSG00000030147	123049962	123071555	Clec4b1	6
ENSMUSG00000030148.8	0.0	0.0	0.0	0.0	ENSMUSG00000030148	ENSMUSG00000030148	123106428	123143999	Clec4a2	6
ENSMUSG00000030149.9	0.0	0.0	0.0	0.0	ENSMUSG00000030149	ENSMUSG00000030149	129610323	129623864	Klrk1	6
ENSMUSG00000030154.7	0.0	0.0	0.0	0.0	ENSMUSG00000030154	ENSMUSG00000030154	129045901	129057464	Klrb1f	6
ENSMUSG00000030155.5	0.0	0.0	0.0	0.0	ENSMUSG00000030155	ENSMUSG00000030155	129091998	129100913	Clec2e	6
ENSMUSG00000030156.3	0.0	0.0	0.0	0.0	ENSMUSG00000030156	ENSMUSG00000030156	129267325	129275436	Cd69	6
ENSMUSG00000030157.5	76.5644	79.4907	14.1924	11.6018	ENSMUSG00000030157	ENSMUSG00000030157	129180615	129186534	Clec2d	6
ENSMUSG00000030158.5	0.0	0.0	0.0	0.0	ENSMUSG00000030158	ENSMUSG00000030158	129375515	129385874	Clec12b	6
ENSMUSG00000030159.9	0.0340801	0.0384901	0.0	0.0	ENSMUSG00000030159	ENSMUSG00000030159	129397297	129409335	Clec1b	6
ENSMUSG00000030160.5	0.0111728	0.0	0.0	0.0	ENSMUSG00000030160	ENSMUSG00000030160	129512555	129519227	Tmem52b	6
ENSMUSG00000030161.6	107.06	105.12299999999999	84.0348	69.8062	ENSMUSG00000030161	ENSMUSG00000030161	129533160	129542346	Gabarapl1	6
ENSMUSG00000030162.7	0.185961	0.09875880000000001	0.0	0.0	ENSMUSG00000030162	ENSMUSG00000030162	129485244	129507165	Olr1	6
ENSMUSG00000030165.10	0.0	0.0	0.0	0.0	ENSMUSG00000030165	ENSMUSG00000030165	129591782	129598775	Klrd1	6
ENSMUSG00000030166.8	30.0961	31.2137	23.3156	28.0859	ENSMUSG00000030166	ENSMUSG00000030166	119902698	119922828	Rad52	6
ENSMUSG00000030167.9	0.0168143	0.0	0.0	0.0	ENSMUSG00000030167	ENSMUSG00000030167	129666015	129678973	Klrc1	6
ENSMUSG00000030168.7	56.7533	58.0037	79.4087	76.7288	ENSMUSG00000030168	ENSMUSG00000030168	119353150	119417704	Adipor2	6
ENSMUSG00000030170.7	0.0781735	0.172156	0.018486900000000004	0.0	ENSMUSG00000030170	ENSMUSG00000030170	119432531	119544347	Wnt5b	6
ENSMUSG00000030172.7	16.8117	17.3058	7.48215	9.3096	ENSMUSG00000030172	ENSMUSG00000030172	119570796	119848167	Erc1	6
ENSMUSG00000030173.9	0.0	0.0	0.0	0.0	ENSMUSG00000030173	ENSMUSG00000030173	129898996	129917650	Klra5	6
